Title,URL,IMDB_Rating,Number_of_votes,Runtime,Genre,MPAA/TV_Rating,Metascore (*),Source,Country,Language,Release_Date,Month,Year,Decade,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci_Fi,Sport,Thriller,War,Western
The Dawnseeker,https://www.imdb.com/title/tt8548792/,4.5,2194,81.0,['Sci_Fi'],,,IMDB,['USA'],['English'],2018-08-16,8.0,2018.0,2010.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Meg,https://www.imdb.com/title/tt4779682/,5.6,140572,113.0,"['Action', 'Horror', 'Sci_Fi']",PG-13,4.6,IMDB,"['USA', 'China']","['English', 'Mandarin', 'Thai', 'Japanese']",2018-08-10,8.0,2018.0,2010.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Alien Code,https://www.imdb.com/title/tt5453522/,5.6,1615,97.0,"['Mystery', 'Sci_Fi', 'Thriller']",Not Rated,,IMDB,['USA'],['English'],2018-08-07,8.0,2018.0,2010.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
Beyond the Sky,https://www.imdb.com/title/tt3665498/,5.8,3499,82.0,"['Mystery', 'Sci_Fi', 'Thriller']",Not Rated,,IMDB,['USA'],['English'],2018-09-21,9.0,2018.0,2010.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
Extinction,https://www.imdb.com/title/tt3201640/,5.8,43895,95.0,"['Action', 'Drama', 'Sci_Fi']",,4.0,IMDB,['USA'],['English'],2018-07-27,7.0,2018.0,2010.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Inrang,https://www.imdb.com/title/tt3967878/,6.0,3523,139.0,"['Action', 'Sci_Fi']",,,IMDB,['South Korea'],['Korean'],2018-07-25,7.0,2018.0,2010.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Man Who Killed Hitler and Then the Bigfoot,https://www.imdb.com/title/tt7042862/,5.7,9332,98.0,"['Adventure', 'Drama', 'Sci_Fi']",Not Rated,5.1,IMDB,['USA'],"['English', 'Russian']",2019-02-08,2.0,2019.0,2010.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
The First Purge,https://www.imdb.com/title/tt6133466/,5.2,51515,97.0,"['Action', 'Horror', 'Sci_Fi']",R,5.4,IMDB,['USA'],"['English', 'French', 'Spanish']",2018-07-04,7.0,2018.0,2010.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
The Domestics,https://www.imdb.com/title/tt5591666/,5.7,8271,95.0,"['Action', 'Horror', 'Sci_Fi']",R,,IMDB,['USA'],['English'],2018-06-29,6.0,2018.0,2010.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Tau,https://www.imdb.com/title/tt4357394/,5.8,25032,97.0,"['Sci_Fi', 'Thriller']",R,4.3,IMDB,['USA'],['English'],2018-06-29,6.0,2018.0,2010.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Animal World,https://www.imdb.com/title/tt7946836/,6.5,3331,132.0,"['Action', 'Fantasy', 'Sci_Fi']",Not Rated,,IMDB,['China'],"['Hindi', 'Mandarin', 'English', 'Italian', 'French', 'Arabic']",2018-06-29,6.0,2018.0,2010.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Solis,https://www.imdb.com/title/tt6134274/,4.7,2411,92.0,"['Action', 'Adventure', 'Sci_Fi']",,,IMDB,['UK'],['English'],2018-10-26,10.0,2018.0,2010.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Await Further Instructions,https://www.imdb.com/title/tt4971408/,4.8,6708,91.0,"['Horror', 'Mystery', 'Sci_Fi']",,,IMDB,['UK'],['English'],2018-10-05,10.0,2018.0,2010.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
The Unthinkable,https://www.imdb.com/title/tt5227746/,6.2,6008,129.0,"['Action', 'Romance', 'Sci_Fi']",,,IMDB,['Sweden'],['Swedish'],2018-06-20,6.0,2018.0,2010.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2036 Origin Unknown,https://www.imdb.com/title/tt4575328/,4.4,7057,94.0,"['Action', 'Sci_Fi', 'Thriller']",TV-14,,IMDB,['UK'],['English'],2018-06-08,6.0,2018.0,2010.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Occupation,https://www.imdb.com/title/tt6774786/,5.0,10973,119.0,"['Action', 'Drama', 'Sci_Fi']",R,4.5,IMDB,['Australia'],['English'],2018-07-20,7.0,2018.0,2010.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Future World,https://www.imdb.com/title/tt5737536/,3.2,5168,90.0,"['Action', 'Adventure', 'Sci_Fi']",R,1.0,IMDB,['USA'],['English'],2018-06-14,6.0,2018.0,2010.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Jurassic World: Fallen Kingdom,https://www.imdb.com/title/tt4881806/,6.2,253836,128.0,"['Action', 'Adventure', 'Sci_Fi']",PG-13,5.1,IMDB,['USA'],"['English', 'Russian']",2018-06-22,6.0,2018.0,2010.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Gojira: kessen kidÃÂ´ zÃÂ´shoku toshi,https://www.imdb.com/title/tt8015080/,5.8,3939,101.0,"['Animation', 'Action', 'Sci_Fi']",TV-14,,IMDB,['Japan'],['Japanese'],2018-07-18,7.0,2018.0,2010.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Fahrenheit 451,https://www.imdb.com/title/tt0360556/,4.9,16677,100.0,"['Drama', 'Sci_Fi', 'Thriller']",TV-14,,IMDB,['USA'],['English'],2018-05-20,5.0,2018.0,2010.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
Solo: A Star Wars Story,https://www.imdb.com/title/tt3778644/,6.9,274758,135.0,"['Action', 'Adventure', 'Sci_Fi']",PG-13,6.2,IMDB,['USA'],['English'],2018-05-25,5.0,2018.0,2010.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Higher Power,https://www.imdb.com/title/tt2924392/,4.8,2089,93.0,"['Action', 'Sci_Fi', 'Thriller']",R,,IMDB,['USA'],['English'],2018-05-11,5.0,2018.0,2010.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
